,last open10,last high10,last low10,last open9,last high9,last low9,last open8,last high8,last low8,last open7,last high7,last low7,last open6,last high6,last low6,last open5,last high5,last low5,last open4,last high4,last low4,last open3,last high3,last low3,last open2,last high2,last low2,last open1,last high1,last low1,last open,last high,last low,Open,High,Low,Close
4635,1.07124,1.07386,1.06348,1.06425,1.06546,1.05145,1.05541,1.05647,1.0471,1.05032,1.05928,1.05019,1.05444,1.05597,1.05343,1.05347,1.05682,1.04901,1.05095,1.05776,1.04921,1.05252,1.06309,1.05059,1.06206,1.06417,1.04925,1.05394,1.05988,1.04826,1.05398,1.05426,1.05307,1.05319,1.05924,1.04951,1.05631
4636,1.06425,1.06546,1.05145,1.05541,1.05647,1.0471,1.05032,1.05928,1.05019,1.05444,1.05597,1.05343,1.05347,1.05682,1.04901,1.05095,1.05776,1.04921,1.05252,1.06309,1.05059,1.06206,1.06417,1.04925,1.05394,1.05988,1.04826,1.05398,1.05426,1.05307,1.05319,1.05924,1.04951,1.05633,1.05852,1.05253,1.05289
4637,1.05541,1.05647,1.0471,1.05032,1.05928,1.05019,1.05444,1.05597,1.05343,1.05347,1.05682,1.04901,1.05095,1.05776,1.04921,1.05252,1.06309,1.05059,1.06206,1.06417,1.04925,1.05394,1.05988,1.04826,1.05398,1.05426,1.05307,1.05319,1.05924,1.04951,1.05633,1.05852,1.05253,1.05289,1.05771,1.05017,1.05117
4638,1.05032,1.05928,1.05019,1.05444,1.05597,1.05343,1.05347,1.05682,1.04901,1.05095,1.05776,1.04921,1.05252,1.06309,1.05059,1.06206,1.06417,1.04925,1.05394,1.05988,1.04826,1.05398,1.05426,1.05307,1.05319,1.05924,1.04951,1.05633,1.05852,1.05253,1.05289,1.05771,1.05017,1.05116,1.05292,1.03539,1.03784
4639,1.05444,1.05597,1.05343,1.05347,1.05682,1.04901,1.05095,1.05776,1.04921,1.05252,1.06309,1.05059,1.06206,1.06417,1.04925,1.05394,1.05988,1.04826,1.05398,1.05426,1.05307,1.05319,1.05924,1.04951,1.05633,1.05852,1.05253,1.05289,1.05771,1.05017,1.05116,1.05292,1.03539,1.03783,1.04195,1.03496,1.04116
4640,1.05347,1.05682,1.04901,1.05095,1.05776,1.04921,1.05252,1.06309,1.05059,1.06206,1.06417,1.04925,1.05394,1.05988,1.04826,1.05398,1.05426,1.05307,1.05319,1.05924,1.04951,1.05633,1.05852,1.05253,1.05289,1.05771,1.05017,1.05116,1.05292,1.03539,1.03783,1.04195,1.03496,1.03952,1.04138,1.03906,1.0398
4641,1.05095,1.05776,1.04921,1.05252,1.06309,1.05059,1.06206,1.06417,1.04925,1.05394,1.05988,1.04826,1.05398,1.05426,1.05307,1.05319,1.05924,1.04951,1.05633,1.05852,1.05253,1.05289,1.05771,1.05017,1.05116,1.05292,1.03539,1.03783,1.04195,1.03496,1.03952,1.04138,1.03906,1.03984,1.0443,1.03889,1.0439
4642,1.05252,1.06309,1.05059,1.06206,1.06417,1.04925,1.05394,1.05988,1.04826,1.05398,1.05426,1.05307,1.05319,1.05924,1.04951,1.05633,1.05852,1.05253,1.05289,1.05771,1.05017,1.05116,1.05292,1.03539,1.03783,1.04195,1.03496,1.03952,1.04138,1.03906,1.03984,1.0443,1.03889,1.0439,1.05556,1.04318,1.05487
4643,1.06206,1.06417,1.04925,1.05394,1.05988,1.04826,1.05398,1.05426,1.05307,1.05319,1.05924,1.04951,1.05633,1.05852,1.05253,1.05289,1.05771,1.05017,1.05116,1.05292,1.03539,1.03783,1.04195,1.03496,1.03952,1.04138,1.03906,1.03984,1.0443,1.03889,1.0439,1.05556,1.04318,1.05485,1.05636,1.04597,1.04729
4644,1.05394,1.05988,1.04826,1.05398,1.05426,1.05307,1.05319,1.05924,1.04951,1.05633,1.05852,1.05253,1.05289,1.05771,1.05017,1.05116,1.05292,1.03539,1.03783,1.04195,1.03496,1.03952,1.04138,1.03906,1.03984,1.0443,1.03889,1.0439,1.05556,1.04318,1.05485,1.05636,1.04597,1.04729,1.0607,1.0465,1.05795
4645,1.05398,1.05426,1.05307,1.05319,1.05924,1.04951,1.05633,1.05852,1.05253,1.05289,1.05771,1.05017,1.05116,1.05292,1.03539,1.03783,1.04195,1.03496,1.03952,1.04138,1.03906,1.03984,1.0443,1.03889,1.0439,1.05556,1.04318,1.05485,1.05636,1.04597,1.04729,1.0607,1.0465,1.05795,1.0599,1.05328,1.0561
4646,1.05319,1.05924,1.04951,1.05633,1.05852,1.05253,1.05289,1.05771,1.05017,1.05116,1.05292,1.03539,1.03783,1.04195,1.03496,1.03952,1.04138,1.03906,1.03984,1.0443,1.03889,1.0439,1.05556,1.04318,1.05485,1.05636,1.04597,1.04729,1.0607,1.0465,1.05795,1.0599,1.05328,1.05601,1.05777,1.05552,1.05689
4647,1.05633,1.05852,1.05253,1.05289,1.05771,1.05017,1.05116,1.05292,1.03539,1.03783,1.04195,1.03496,1.03952,1.04138,1.03906,1.03984,1.0443,1.03889,1.0439,1.05556,1.04318,1.05485,1.05636,1.04597,1.04729,1.0607,1.0465,1.05795,1.0599,1.05328,1.05601,1.05777,1.05552,1.05688,1.06973,1.05679,1.06837
4648,1.05289,1.05771,1.05017,1.05116,1.05292,1.03539,1.03783,1.04195,1.03496,1.03952,1.04138,1.03906,1.03984,1.0443,1.03889,1.0439,1.05556,1.04318,1.05485,1.05636,1.04597,1.04729,1.0607,1.0465,1.05795,1.0599,1.05328,1.05601,1.05777,1.05552,1.05688,1.06973,1.05679,1.06836,1.07485,1.06608,1.07326
4649,1.05116,1.05292,1.03539,1.03783,1.04195,1.03496,1.03952,1.04138,1.03906,1.03984,1.0443,1.03889,1.0439,1.05556,1.04318,1.05485,1.05636,1.04597,1.04729,1.0607,1.0465,1.05795,1.0599,1.05328,1.05601,1.05777,1.05552,1.05688,1.06973,1.05679,1.06836,1.07485,1.06608,1.07326,1.07365,1.06421,1.06869
4650,1.03783,1.04195,1.03496,1.03952,1.04138,1.03906,1.03984,1.0443,1.03889,1.0439,1.05556,1.04318,1.05485,1.05636,1.04597,1.04729,1.0607,1.0465,1.05795,1.0599,1.05328,1.05601,1.05777,1.05552,1.05688,1.06973,1.05679,1.06836,1.07485,1.06608,1.07326,1.07365,1.06421,1.06866,1.07344,1.06624,1.07324
4651,1.03952,1.04138,1.03906,1.03984,1.0443,1.03889,1.0439,1.05556,1.04318,1.05485,1.05636,1.04597,1.04729,1.0607,1.0465,1.05795,1.0599,1.05328,1.05601,1.05777,1.05552,1.05688,1.06973,1.05679,1.06836,1.07485,1.06608,1.07326,1.07365,1.06421,1.06866,1.07344,1.06624,1.07324,1.0765,1.06968,1.07317
4652,1.03984,1.0443,1.03889,1.0439,1.05556,1.04318,1.05485,1.05636,1.04597,1.04729,1.0607,1.0465,1.05795,1.0599,1.05328,1.05601,1.05777,1.05552,1.05688,1.06973,1.05679,1.06836,1.07485,1.06608,1.07326,1.07365,1.06421,1.06866,1.07344,1.06624,1.07324,1.0765,1.06968,1.07347,1.0736,1.07261,1.0729
4653,1.0439,1.05556,1.04318,1.05485,1.05636,1.04597,1.04729,1.0607,1.0465,1.05795,1.0599,1.05328,1.05601,1.05777,1.05552,1.05688,1.06973,1.05679,1.06836,1.07485,1.06608,1.07326,1.07365,1.06421,1.06866,1.07344,1.06624,1.07324,1.0765,1.06968,1.07347,1.0736,1.07261,1.07291,1.07867,1.07267,1.07729
4654,1.05485,1.05636,1.04597,1.04729,1.0607,1.0465,1.05795,1.0599,1.05328,1.05601,1.05777,1.05552,1.05688,1.06973,1.05679,1.06836,1.07485,1.06608,1.07326,1.07365,1.06421,1.06866,1.07344,1.06624,1.07324,1.0765,1.06968,1.07347,1.0736,1.07261,1.07291,1.07867,1.07267,1.07731,1.07744,1.06789,1.0734
4655,1.04729,1.0607,1.0465,1.05795,1.0599,1.05328,1.05601,1.05777,1.05552,1.05688,1.06973,1.05679,1.06836,1.07485,1.06608,1.07326,1.07365,1.06421,1.06866,1.07344,1.06624,1.07324,1.0765,1.06968,1.07347,1.0736,1.07261,1.07291,1.07867,1.07267,1.07731,1.07744,1.06789,1.0734,1.07393,1.06271,1.06509
4656,1.05795,1.0599,1.05328,1.05601,1.05777,1.05552,1.05688,1.06973,1.05679,1.06836,1.07485,1.06608,1.07326,1.07365,1.06421,1.06866,1.07344,1.06624,1.07324,1.0765,1.06968,1.07347,1.0736,1.07261,1.07291,1.07867,1.07267,1.07731,1.07744,1.06789,1.0734,1.07393,1.06271,1.06509,1.0751,1.06447,1.075
4657,1.05601,1.05777,1.05552,1.05688,1.06973,1.05679,1.06836,1.07485,1.06608,1.07326,1.07365,1.06421,1.06866,1.07344,1.06624,1.07324,1.0765,1.06968,1.07347,1.0736,1.07261,1.07291,1.07867,1.07267,1.07731,1.07744,1.06789,1.0734,1.07393,1.06271,1.06509,1.0751,1.06447,1.075,1.07643,1.0704,1.07169
4658,1.05688,1.06973,1.05679,1.06836,1.07485,1.06608,1.07326,1.07365,1.06421,1.06866,1.07344,1.06624,1.07324,1.0765,1.06968,1.07347,1.0736,1.07261,1.07291,1.07867,1.07267,1.07731,1.07744,1.06789,1.0734,1.07393,1.06271,1.06509,1.0751,1.06447,1.075,1.07643,1.0704,1.07167,1.07298,1.07117,1.07252
4659,1.06836,1.07485,1.06608,1.07326,1.07365,1.06421,1.06866,1.07344,1.06624,1.07324,1.0765,1.06968,1.07347,1.0736,1.07261,1.07291,1.07867,1.07267,1.07731,1.07744,1.06789,1.0734,1.07393,1.06271,1.06509,1.0751,1.06447,1.075,1.07643,1.0704,1.07167,1.07298,1.07117,1.07254,1.07518,1.06838,1.06896
4660,1.07326,1.07365,1.06421,1.06866,1.07344,1.06624,1.07324,1.0765,1.06968,1.07347,1.0736,1.07261,1.07291,1.07867,1.07267,1.07731,1.07744,1.06789,1.0734,1.07393,1.06271,1.06509,1.0751,1.06447,1.075,1.07643,1.0704,1.07167,1.07298,1.07117,1.07254,1.07518,1.06838,1.06896,1.07142,1.06519,1.06972
4661,1.06866,1.07344,1.06624,1.07324,1.0765,1.06968,1.07347,1.0736,1.07261,1.07291,1.07867,1.07267,1.07731,1.07744,1.06789,1.0734,1.07393,1.06271,1.06509,1.0751,1.06447,1.075,1.07643,1.0704,1.07167,1.07298,1.07117,1.07254,1.07518,1.06838,1.06896,1.07142,1.06519,1.06975,1.07484,1.06713,1.07168
4662,1.07324,1.0765,1.06968,1.07347,1.0736,1.07261,1.07291,1.07867,1.07267,1.07731,1.07744,1.06789,1.0734,1.07393,1.06271,1.06509,1.0751,1.06447,1.075,1.07643,1.0704,1.07167,1.07298,1.07117,1.07254,1.07518,1.06838,1.06896,1.07142,1.06519,1.06975,1.07484,1.06713,1.07168,1.07738,1.0611,1.0619
4663,1.07347,1.0736,1.07261,1.07291,1.07867,1.07267,1.07731,1.07744,1.06789,1.0734,1.07393,1.06271,1.06509,1.0751,1.06447,1.075,1.07643,1.0704,1.07167,1.07298,1.07117,1.07254,1.07518,1.06838,1.06896,1.07142,1.06519,1.06975,1.07484,1.06713,1.07168,1.07738,1.0611,1.0619,1.06422,1.05057,1.05137
4664,1.07291,1.07867,1.07267,1.07731,1.07744,1.06789,1.0734,1.07393,1.06271,1.06509,1.0751,1.06447,1.075,1.07643,1.0704,1.07167,1.07298,1.07117,1.07254,1.07518,1.06838,1.06896,1.07142,1.06519,1.06975,1.07484,1.06713,1.07168,1.07738,1.0611,1.0619,1.06422,1.05057,1.0513,1.05201,1.04861,1.04907
4665,1.07731,1.07744,1.06789,1.0734,1.07393,1.06271,1.06509,1.0751,1.06447,1.075,1.07643,1.0704,1.07167,1.07298,1.07117,1.07254,1.07518,1.06838,1.06896,1.07142,1.06519,1.06975,1.07484,1.06713,1.07168,1.07738,1.0611,1.0619,1.06422,1.05057,1.0513,1.05201,1.04861,1.04907,1.04955,1.03997,1.04148
4666,1.0734,1.07393,1.06271,1.06509,1.0751,1.06447,1.075,1.07643,1.0704,1.07167,1.07298,1.07117,1.07254,1.07518,1.06838,1.06896,1.07142,1.06519,1.06975,1.07484,1.06713,1.07168,1.07738,1.0611,1.0619,1.06422,1.05057,1.0513,1.05201,1.04861,1.04907,1.04955,1.03997,1.04148,1.04846,1.0397,1.04367
4667,1.06509,1.0751,1.06447,1.075,1.07643,1.0704,1.07167,1.07298,1.07117,1.07254,1.07518,1.06838,1.06896,1.07142,1.06519,1.06975,1.07484,1.06713,1.07168,1.07738,1.0611,1.0619,1.06422,1.05057,1.0513,1.05201,1.04861,1.04907,1.04955,1.03997,1.04148,1.04846,1.0397,1.04368,1.05077,1.0359,1.04573
4668,1.075,1.07643,1.0704,1.07167,1.07298,1.07117,1.07254,1.07518,1.06838,1.06896,1.07142,1.06519,1.06975,1.07484,1.06713,1.07168,1.07738,1.0611,1.0619,1.06422,1.05057,1.0513,1.05201,1.04861,1.04907,1.04955,1.03997,1.04148,1.04846,1.0397,1.04368,1.05077,1.0359,1.04573,1.06014,1.03808,1.05464
4669,1.07167,1.07298,1.07117,1.07254,1.07518,1.06838,1.06896,1.07142,1.06519,1.06975,1.07484,1.06713,1.07168,1.07738,1.0611,1.0619,1.06422,1.05057,1.0513,1.05201,1.04861,1.04907,1.04955,1.03997,1.04148,1.04846,1.0397,1.04368,1.05077,1.0359,1.04573,1.06014,1.03808,1.05465,1.0552,1.04444,1.04934
4670,1.07254,1.07518,1.06838,1.06896,1.07142,1.06519,1.06975,1.07484,1.06713,1.07168,1.07738,1.0611,1.0619,1.06422,1.05057,1.0513,1.05201,1.04861,1.04907,1.04955,1.03997,1.04148,1.04846,1.0397,1.04368,1.05077,1.0359,1.04573,1.06014,1.03808,1.05465,1.0552,1.04444,1.04731,1.04926,1.04729,1.04898
4671,1.06896,1.07142,1.06519,1.06975,1.07484,1.06713,1.07168,1.07738,1.0611,1.0619,1.06422,1.05057,1.0513,1.05201,1.04861,1.04907,1.04955,1.03997,1.04148,1.04846,1.0397,1.04368,1.05077,1.0359,1.04573,1.06014,1.03808,1.05465,1.0552,1.04444,1.04731,1.04926,1.04729,1.04897,1.05458,1.04848,1.05172
4672,1.06975,1.07484,1.06713,1.07168,1.07738,1.0611,1.0619,1.06422,1.05057,1.0513,1.05201,1.04861,1.04907,1.04955,1.03997,1.04148,1.04846,1.0397,1.04368,1.05077,1.0359,1.04573,1.06014,1.03808,1.05465,1.0552,1.04444,1.04731,1.04926,1.04729,1.04897,1.05458,1.04848,1.05173,1.05824,1.05131,1.05312
4673,1.07168,1.07738,1.0611,1.0619,1.06422,1.05057,1.0513,1.05201,1.04861,1.04907,1.04955,1.03997,1.04148,1.04846,1.0397,1.04368,1.05077,1.0359,1.04573,1.06014,1.03808,1.05465,1.0552,1.04444,1.04731,1.04926,1.04729,1.04897,1.05458,1.04848,1.05173,1.05824,1.05131,1.05311,1.06057,1.04687,1.05646
4674,1.0619,1.06422,1.05057,1.0513,1.05201,1.04861,1.04907,1.04955,1.03997,1.04148,1.04846,1.0397,1.04368,1.05077,1.0359,1.04573,1.06014,1.03808,1.05465,1.0552,1.04444,1.04731,1.04926,1.04729,1.04897,1.05458,1.04848,1.05173,1.05824,1.05131,1.05311,1.06057,1.04687,1.05646,1.0581,1.04826,1.05192
4675,1.0513,1.05201,1.04861,1.04907,1.04955,1.03997,1.04148,1.04846,1.0397,1.04368,1.05077,1.0359,1.04573,1.06014,1.03808,1.05465,1.0552,1.04444,1.04731,1.04926,1.04729,1.04897,1.05458,1.04848,1.05173,1.05824,1.05131,1.05311,1.06057,1.04687,1.05646,1.0581,1.04826,1.05192,1.05712,1.0512,1.05519
4676,1.04907,1.04955,1.03997,1.04148,1.04846,1.0397,1.04368,1.05077,1.0359,1.04573,1.06014,1.03808,1.05465,1.0552,1.04444,1.04731,1.04926,1.04729,1.04897,1.05458,1.04848,1.05173,1.05824,1.05131,1.05311,1.06057,1.04687,1.05646,1.0581,1.04826,1.05192,1.05712,1.0512,1.05479,1.05746,1.05457,1.05665
4677,1.04148,1.04846,1.0397,1.04368,1.05077,1.0359,1.04573,1.06014,1.03808,1.05465,1.0552,1.04444,1.04731,1.04926,1.04729,1.04897,1.05458,1.04848,1.05173,1.05824,1.05131,1.05311,1.06057,1.04687,1.05646,1.0581,1.04826,1.05192,1.05712,1.0512,1.05479,1.05746,1.05457,1.05665,1.0615,1.05502,1.05797
4678,1.04368,1.05077,1.0359,1.04573,1.06014,1.03808,1.05465,1.0552,1.04444,1.04731,1.04926,1.04729,1.04897,1.05458,1.04848,1.05173,1.05824,1.05131,1.05311,1.06057,1.04687,1.05646,1.0581,1.04826,1.05192,1.05712,1.0512,1.05479,1.05746,1.05457,1.05665,1.0615,1.05502,1.05797,1.06061,1.05032,1.0522
4679,1.04573,1.06014,1.03808,1.05465,1.0552,1.04444,1.04731,1.04926,1.04729,1.04897,1.05458,1.04848,1.05173,1.05824,1.05131,1.05311,1.06057,1.04687,1.05646,1.0581,1.04826,1.05192,1.05712,1.0512,1.05479,1.05746,1.05457,1.05665,1.0615,1.05502,1.05797,1.06061,1.05032,1.05219,1.05354,1.04352,1.04456
4680,1.05465,1.0552,1.04444,1.04731,1.04926,1.04729,1.04897,1.05458,1.04848,1.05173,1.05824,1.05131,1.05311,1.06057,1.04687,1.05646,1.0581,1.04826,1.05192,1.05712,1.0512,1.05479,1.05746,1.05457,1.05665,1.0615,1.05502,1.05797,1.06061,1.05032,1.05219,1.05354,1.04352,1.04456,1.04887,1.03824,1.04783
4681,1.04731,1.04926,1.04729,1.04897,1.05458,1.04848,1.05173,1.05824,1.05131,1.05311,1.06057,1.04687,1.05646,1.0581,1.04826,1.05192,1.05712,1.0512,1.05479,1.05746,1.05457,1.05665,1.0615,1.05502,1.05797,1.06061,1.05032,1.05219,1.05354,1.04352,1.04456,1.04887,1.03824,1.04783,1.04783,1.03658,1.04262
4682,1.04897,1.05458,1.04848,1.05173,1.05824,1.05131,1.05311,1.06057,1.04687,1.05646,1.0581,1.04826,1.05192,1.05712,1.0512,1.05479,1.05746,1.05457,1.05665,1.0615,1.05502,1.05797,1.06061,1.05032,1.05219,1.05354,1.04352,1.04456,1.04887,1.03824,1.04783,1.04783,1.03658,1.04174,1.0437,1.04142,1.04322
4683,1.05173,1.05824,1.05131,1.05311,1.06057,1.04687,1.05646,1.0581,1.04826,1.05192,1.05712,1.0512,1.05479,1.05746,1.05457,1.05665,1.0615,1.05502,1.05797,1.06061,1.05032,1.05219,1.05354,1.04352,1.04456,1.04887,1.03824,1.04783,1.04783,1.03658,1.04174,1.0437,1.04142,1.04322,1.04627,1.0417,1.04326
4684,1.05311,1.06057,1.04687,1.05646,1.0581,1.04826,1.05192,1.05712,1.0512,1.05479,1.05746,1.05457,1.05665,1.0615,1.05502,1.05797,1.06061,1.05032,1.05219,1.05354,1.04352,1.04456,1.04887,1.03824,1.04783,1.04783,1.03658,1.04174,1.0437,1.04142,1.04322,1.04627,1.0417,1.04325,1.04485,1.0235,1.02565
4685,1.05646,1.0581,1.04826,1.05192,1.05712,1.0512,1.05479,1.05746,1.05457,1.05665,1.0615,1.05502,1.05797,1.06061,1.05032,1.05219,1.05354,1.04352,1.04456,1.04887,1.03824,1.04783,1.04783,1.03658,1.04174,1.0437,1.04142,1.04322,1.04627,1.0417,1.04325,1.04485,1.0235,1.02564,1.02765,1.01614,1.01843
4686,1.05192,1.05712,1.0512,1.05479,1.05746,1.05457,1.05665,1.0615,1.05502,1.05797,1.06061,1.05032,1.05219,1.05354,1.04352,1.04456,1.04887,1.03824,1.04783,1.04783,1.03658,1.04174,1.0437,1.04142,1.04322,1.04627,1.0417,1.04325,1.04485,1.0235,1.02564,1.02765,1.01614,1.01841,1.02209,1.01439,1.01683
4687,1.05479,1.05746,1.05457,1.05665,1.0615,1.05502,1.05797,1.06061,1.05032,1.05219,1.05354,1.04352,1.04456,1.04887,1.03824,1.04783,1.04783,1.03658,1.04174,1.0437,1.04142,1.04322,1.04627,1.0417,1.04325,1.04485,1.0235,1.02564,1.02765,1.01614,1.01841,1.02209,1.01439,1.01682,1.01912,1.0072,1.01822
4688,1.05665,1.0615,1.05502,1.05797,1.06061,1.05032,1.05219,1.05354,1.04352,1.04456,1.04887,1.03824,1.04783,1.04783,1.03658,1.04174,1.0437,1.04142,1.04322,1.04627,1.0417,1.04325,1.04485,1.0235,1.02564,1.02765,1.01614,1.01841,1.02209,1.01439,1.01682,1.01912,1.0072,1.01697,1.01834,1.01648,1.01672
4689,1.05797,1.06061,1.05032,1.05219,1.05354,1.04352,1.04456,1.04887,1.03824,1.04783,1.04783,1.03658,1.04174,1.0437,1.04142,1.04322,1.04627,1.0417,1.04325,1.04485,1.0235,1.02564,1.02765,1.01614,1.01841,1.02209,1.01439,1.01682,1.01912,1.0072,1.01697,1.01834,1.01648,1.01674,1.01675,1.00336,1.00458
4690,1.05219,1.05354,1.04352,1.04456,1.04887,1.03824,1.04783,1.04783,1.03658,1.04174,1.0437,1.04142,1.04322,1.04627,1.0417,1.04325,1.04485,1.0235,1.02564,1.02765,1.01614,1.01841,1.02209,1.01439,1.01682,1.01912,1.0072,1.01697,1.01834,1.01648,1.01674,1.01675,1.00336,1.00456,1.00738,0.99999,1.003
4691,1.04456,1.04887,1.03824,1.04783,1.04783,1.03658,1.04174,1.0437,1.04142,1.04322,1.04627,1.0417,1.04325,1.04485,1.0235,1.02564,1.02765,1.01614,1.01841,1.02209,1.01439,1.01682,1.01912,1.0072,1.01697,1.01834,1.01648,1.01674,1.01675,1.00336,1.00456,1.00738,0.99999,1.003,1.01222,0.99979,1.00342
4692,1.04783,1.04783,1.03658,1.04174,1.0437,1.04142,1.04322,1.04627,1.0417,1.04325,1.04485,1.0235,1.02564,1.02765,1.01614,1.01841,1.02209,1.01439,1.01682,1.01912,1.0072,1.01697,1.01834,1.01648,1.01674,1.01675,1.00336,1.00456,1.00738,0.99999,1.003,1.01222,0.99979,1.00341,1.00503,0.99521,1.00263
4693,1.04174,1.0437,1.04142,1.04322,1.04627,1.0417,1.04325,1.04485,1.0235,1.02564,1.02765,1.01614,1.01841,1.02209,1.01439,1.01682,1.01912,1.0072,1.01697,1.01834,1.01648,1.01674,1.01675,1.00336,1.00456,1.00738,0.99999,1.003,1.01222,0.99979,1.00341,1.00503,0.99521,1.00263,1.00979,1.00068,1.00821
4694,1.04322,1.04627,1.0417,1.04325,1.04485,1.0235,1.02564,1.02765,1.01614,1.01841,1.02209,1.01439,1.01682,1.01912,1.0072,1.01697,1.01834,1.01648,1.01674,1.01675,1.00336,1.00456,1.00738,0.99999,1.003,1.01222,0.99979,1.00341,1.00503,0.99521,1.00263,1.00979,1.00068,1.00811,1.00978,1.00785,1.00972
4695,1.04325,1.04485,1.0235,1.02564,1.02765,1.01614,1.01841,1.02209,1.01439,1.01682,1.01912,1.0072,1.01697,1.01834,1.01648,1.01674,1.01675,1.00336,1.00456,1.00738,0.99999,1.003,1.01222,0.99979,1.00341,1.00503,0.99521,1.00263,1.00979,1.00068,1.00811,1.00978,1.00785,1.00972,1.02011,1.00812,1.01463
4696,1.02564,1.02765,1.01614,1.01841,1.02209,1.01439,1.01682,1.01912,1.0072,1.01697,1.01834,1.01648,1.01674,1.01675,1.00336,1.00456,1.00738,0.99999,1.003,1.01222,0.99979,1.00341,1.00503,0.99521,1.00263,1.00979,1.00068,1.00811,1.00978,1.00785,1.00972,1.02011,1.00812,1.01464,1.0269,1.01195,1.02307
4697,1.01841,1.02209,1.01439,1.01682,1.01912,1.0072,1.01697,1.01834,1.01648,1.01674,1.01675,1.00336,1.00456,1.00738,0.99999,1.003,1.01222,0.99979,1.00341,1.00503,0.99521,1.00263,1.00979,1.00068,1.00811,1.00978,1.00785,1.00972,1.02011,1.00812,1.01464,1.0269,1.01195,1.02308,1.02729,1.01553,1.01807
4698,1.01682,1.01912,1.0072,1.01697,1.01834,1.01648,1.01674,1.01675,1.00336,1.00456,1.00738,0.99999,1.003,1.01222,0.99979,1.00341,1.00503,0.99521,1.00263,1.00979,1.00068,1.00811,1.00978,1.00785,1.00972,1.02011,1.00812,1.01464,1.0269,1.01195,1.02308,1.02729,1.01553,1.01808,1.02781,1.01531,1.022
4699,1.01697,1.01834,1.01648,1.01674,1.01675,1.00336,1.00456,1.00738,0.99999,1.003,1.01222,0.99979,1.00341,1.00503,0.99521,1.00263,1.00979,1.00068,1.00811,1.00978,1.00785,1.00972,1.02011,1.00812,1.01464,1.0269,1.01195,1.02308,1.02729,1.01553,1.01808,1.02781,1.01531,1.022,1.02553,1.01297,1.02119
4700,1.01674,1.01675,1.00336,1.00456,1.00738,0.99999,1.003,1.01222,0.99979,1.00341,1.00503,0.99521,1.00263,1.00979,1.00068,1.00811,1.00978,1.00785,1.00972,1.02011,1.00812,1.01464,1.0269,1.01195,1.02308,1.02729,1.01553,1.01808,1.02781,1.01531,1.022,1.02553,1.01297,1.02083,1.02185,1.01989,1.01991
4701,1.00456,1.00738,0.99999,1.003,1.01222,0.99979,1.00341,1.00503,0.99521,1.00263,1.00979,1.00068,1.00811,1.00978,1.00785,1.00972,1.02011,1.00812,1.01464,1.0269,1.01195,1.02308,1.02729,1.01553,1.01808,1.02781,1.01531,1.022,1.02553,1.01297,1.02083,1.02185,1.01989,1.01992,1.02578,1.01784,1.02229
4702,1.003,1.01222,0.99979,1.00341,1.00503,0.99521,1.00263,1.00979,1.00068,1.00811,1.00978,1.00785,1.00972,1.02011,1.00812,1.01464,1.0269,1.01195,1.02308,1.02729,1.01553,1.01808,1.02781,1.01531,1.022,1.02553,1.01297,1.02083,1.02185,1.01989,1.01992,1.02578,1.01784,1.02229,1.025,1.01074,1.01285
4703,1.00341,1.00503,0.99521,1.00263,1.00979,1.00068,1.00811,1.00978,1.00785,1.00972,1.02011,1.00812,1.01464,1.0269,1.01195,1.02308,1.02729,1.01553,1.01808,1.02781,1.01531,1.022,1.02553,1.01297,1.02083,1.02185,1.01989,1.01992,1.02578,1.01784,1.02229,1.025,1.01074,1.01285,1.02206,1.00966,1.02052
4704,1.00263,1.00979,1.00068,1.00811,1.00978,1.00785,1.00972,1.02011,1.00812,1.01464,1.0269,1.01195,1.02308,1.02729,1.01553,1.01808,1.02781,1.01531,1.022,1.02553,1.01297,1.02083,1.02185,1.01989,1.01992,1.02578,1.01784,1.02229,1.025,1.01074,1.01285,1.02206,1.00966,1.02052,1.02343,1.01138,1.01918
4705,1.00811,1.00978,1.00785,1.00972,1.02011,1.00812,1.01464,1.0269,1.01195,1.02308,1.02729,1.01553,1.01808,1.02781,1.01531,1.022,1.02553,1.01297,1.02083,1.02185,1.01989,1.01992,1.02578,1.01784,1.02229,1.025,1.01074,1.01285,1.02206,1.00966,1.02052,1.02343,1.01138,1.0192,1.02542,1.0146,1.02248
4706,1.00972,1.02011,1.00812,1.01464,1.0269,1.01195,1.02308,1.02729,1.01553,1.01808,1.02781,1.01531,1.022,1.02553,1.01297,1.02083,1.02185,1.01989,1.01992,1.02578,1.01784,1.02229,1.025,1.01074,1.01285,1.02206,1.00966,1.02052,1.02343,1.01138,1.0192,1.02542,1.0146,1.02098,1.0224,1.02053,1.02102
4707,1.01464,1.0269,1.01195,1.02308,1.02729,1.01553,1.01808,1.02781,1.01531,1.022,1.02553,1.01297,1.02083,1.02185,1.01989,1.01992,1.02578,1.01784,1.02229,1.025,1.01074,1.01285,1.02206,1.00966,1.02052,1.02343,1.01138,1.0192,1.02542,1.0146,1.02098,1.0224,1.02053,1.02102,1.02751,1.02075,1.02627
